0;1720038784.1356
1;1720038784.1547
2;1720038784.155
3;1720038784.1581
4;1720038784.2636
5;1720038784.3619
6;1720038784.4656
7;1720038784.5728
8;1720038784.6768
9;1720038784.7715
10;1720038784.88
11;1720038784.9851
12;1720038785.0907
13;1720038785.1915
14;1720038785.2938
15;1720038785.3998
16;1720038785.5021
17;1720038785.5985
18;1720038785.7097
19;1720038785.8113
20;1720038785.9158
21;1720038786.0191
22;1720038786.1209
23;1720038786.2203
24;1720038786.3296
25;1720038786.4327
26;1720038786.5352
27;1720038786.638
28;1720038786.7405
29;1720038786.8454
30;1720038786.949
31;1720038787.0515
32;1720038787.1543
33;1720038787.2589
34;1720038787.3608
35;1720038787.4636
36;1720038787.5689
37;1720038787.6742
38;1720038787.7767
39;1720038787.8801
40;1720038787.9841
41;1720038788.0858
42;1720038788.189
43;1720038788.2938
44;1720038788.396
45;1720038788.5001
46;1720038788.6019
47;1720038788.7071
48;1720038788.8039
49;1720038788.9068
50;1720038789.0171
51;1720038789.1209
52;1720038789.2207
53;1720038789.3243
54;1720038789.4293
55;1720038789.5323
56;1720038789.6369
57;1720038789.7374
58;1720038789.8406
59;1720038789.9454
60;1720038790.0482
61;1720038790.15
62;1720038790.2561
63;1720038790.3574
64;1720038790.4626
65;1720038790.5655
66;1720038790.668
67;1720038790.7733
68;1720038790.8733
69;1720038790.9791
70;1720038791.0839
71;1720038791.1829
72;1720038791.2886
73;1720038791.3872
74;1720038791.4951
75;1720038791.5987
76;1720038791.702
77;1720038791.8035
78;1720038791.9051
79;1720038792.0127
80;1720038792.1152
81;1720038792.2192
82;1720038792.3227
83;1720038792.4245
84;1720038792.528
85;1720038792.6338
86;1720038792.7333
87;1720038792.8412
88;1720038792.943
89;1720038793.0481
90;1720038793.1504
91;1720038793.2564
92;1720038793.3574
93;1720038793.461
94;1720038793.5644
95;1720038793.6661
96;1720038793.7714
97;1720038793.8704
98;1720038793.9759
99;1720038794.0746
