0;1720032234.363
1;1720032234.4062
2;1720032234.4253
3;1720032234.5307
4;1720032234.634
5;1720032234.7403
6;1720032234.8441
7;1720032234.9492
8;1720032235.0503
9;1720032235.1552
10;1720032235.2582
11;1720032235.3618
12;1720032235.4637
13;1720032235.5684
14;1720032235.6719
15;1720032235.7764
16;1720032235.8807
17;1720032235.9828
18;1720032236.0873
19;1720032236.1907
20;1720032236.2961
21;1720032236.3972
22;1720032236.5004
23;1720032236.6043
24;1720032236.7088
25;1720032236.8115
26;1720032236.9163
27;1720032237.0184
28;1720032237.1224
29;1720032237.2248
30;1720032237.328
31;1720032237.425
32;1720032237.5364
33;1720032237.6303
34;1720032237.7438
35;1720032237.8415
36;1720032237.9509
37;1720032238.0586
38;1720032238.1633
39;1720032238.264
40;1720032238.3688
41;1720032238.4679
42;1720032238.5759
43;1720032238.6799
44;1720032238.7829
45;1720032238.8861
46;1720032238.9844
47;1720032239.0923
48;1720032239.1958
49;1720032239.3
50;1720032239.4031
51;1720032239.5068
52;1720032239.6043
53;1720032239.7139
54;1720032239.8181
55;1720032239.9213
56;1720032240.0181
57;1720032240.1253
58;1720032240.2313
59;1720032240.3258
60;1720032240.4384
61;1720032240.5421
62;1720032240.6457
63;1720032240.7483
64;1720032240.8513
65;1720032240.9558
66;1720032241.0581
67;1720032241.1625
68;1720032241.2653
69;1720032241.3684
70;1720032241.4735
71;1720032241.5747
72;1720032241.6799
73;1720032241.7804
74;1720032241.8857
75;1720032241.9845
76;1720032242.0922
77;1720032242.1943
78;1720032242.299
79;1720032242.4027
80;1720032242.5064
81;1720032242.6104
82;1720032242.7145
83;1720032242.8172
84;1720032242.9206
85;1720032243.016
86;1720032243.1273
87;1720032243.2302
88;1720032243.333
89;1720032243.4384
90;1720032243.5415
91;1720032243.6455
92;1720032243.7484
93;1720032243.8524
94;1720032243.9585
95;1720032244.0604
96;1720032244.1631
97;1720032244.2676
98;1720032244.3687
99;1720032244.4723
