0;1719950565.5638
1;1719950565.5887
2;1719950565.5889
3;1719950565.6317
4;1719950565.7365
5;1719950565.8397
6;1719950565.9377
7;1719950566.0469
8;1719950566.1504
9;1719950566.2515
10;1719950566.3558
11;1719950566.4593
12;1719950566.5632
13;1719950566.6649
14;1719950566.7597
15;1719950566.8728
16;1719950566.975
17;1719950567.079
18;1719950567.1829
19;1719950567.2817
20;1719950567.3893
21;1719950567.4911
22;1719950567.5971
23;1719950567.6988
24;1719950567.8038
25;1719950567.9059
26;1719950568.0096
27;1719950568.1137
28;1719950568.216
29;1719950568.3195
30;1719950568.4229
31;1719950568.5257
32;1719950568.6287
33;1719950568.7336
34;1719950568.8361
35;1719950568.9327
36;1719950569.0388
37;1719950569.1487
38;1719950569.2515
39;1719950569.3551
40;1719950569.4597
41;1719950569.5558
42;1719950569.6653
43;1719950569.7699
44;1719950569.8721
45;1719950569.9675
46;1719950570.0787
47;1719950570.1811
48;1719950570.2848
49;1719950570.3906
50;1719950570.4924
51;1719950570.5966
52;1719950570.6979
53;1719950570.8019
54;1719950570.8905
55;1719950570.9961
56;1719950571.1056
57;1719950571.2141
58;1719950571.3171
59;1719950571.4212
60;1719950571.5226
61;1719950571.6258
62;1719950571.7296
63;1719950571.8335
64;1719950571.9365
65;1719950572.0401
66;1719950572.1422
67;1719950572.2459
68;1719950572.3509
69;1719950572.4479
70;1719950572.5572
71;1719950572.6612
72;1719950572.764
73;1719950572.8679
74;1719950572.9644
75;1719950573.073
76;1719950573.1762
77;1719950573.2823
78;1719950573.3831
79;1719950573.486
80;1719950573.5902
81;1719950573.6946
82;1719950573.7958
83;1719950573.9004
84;1719950574.005
85;1719950574.1086
86;1719950574.2105
87;1719950574.3093
88;1719950574.4159
89;1719950574.522
90;1719950574.6177
91;1719950574.7232
92;1719950574.8266
93;1719950574.9342
94;1719950575.0287
95;1719950575.1382
96;1719950575.2408
97;1719950575.3447
98;1719950575.4485
99;1719950575.5534
